title,url,img_url,discount_rate,author,author_link,duration,price
 دوره اصول قرارداد نویسی برای برنامه نویسان ,https://toplearn.com/courses/seo/%D8%AF%D9%88%D8%B1%D9%87-%D8%A7%D8%B5%D9%88%D9%84-%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%D8%A7%D9%86,https://toplearn.com/img/course/400x286/دوره_اصول_قرارداد_نویسی_برای_برنامه_نویسان.jpg,50% , طهماسبی ,https://toplearn.com/masters/VahidTahmasebi, 4:7:00 ," 69,500 "
 دوره ی مقدماتی حل مسائل و تمرین طراحی وب (Front-End) ,https://toplearn.com/courses/web-design/%D8%AF%D9%88%D8%B1%D9%87-%DB%8C-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AD%D9%84-%D9%85%D8%B3%D8%A7%D8%A6%D9%84-%D9%88-%D8%AA%D9%85%D8%B1%DB%8C%D9%86-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%88%D8%A8-(Front-End),https://toplearn.com/img/course/400x286/دوره_ی_مقدماتی_حل_مسائل_و_تمرین_طراحی_وب_(Front-End).jpg,, صادقی ,https://toplearn.com/masters/mahdii1384, 7:14:00 ," 69,500 "
 آموزش ساخت دستیار صوتی با سی شارپ ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%AF%D8%B3%D8%AA%DB%8C%D8%A7%D8%B1-%D8%B5%D9%88%D8%AA%DB%8C-%D8%A8%D8%A7-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/آموزش_ساخت_دستیار_صوتی_با_سی_شارپ.jpg,50% , اسمعیلی ,https://toplearn.com/masters/rebines, 23:23:00 ," 69,500 "
 آموزش کار با فایل ها در کاتلین (اندروید) ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%DA%A9%D8%A7%D8%B1-%D8%A8%D8%A7-%D9%81%D8%A7%DB%8C%D9%84-%D9%87%D8%A7-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%AA%D9%84%DB%8C%D9%86-(%D8%A7%D9%86%D8%AF%D8%B1%D9%88%DB%8C%D8%AF),https://toplearn.com/img/course/400x286/آموزش_کار_با_فایل_ها_در_کاتلین_(اندروید).jpg,50% , رجب زاده ,https://toplearn.com/masters/rajabzadehm43, 3:15:00 ," 69,500 "
 آموزش اصول SOLID در سی شارپ ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A7%D8%B5%D9%88%D9%84-SOLID-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/آموزش_اصول_SOLID_در_سی_شارپ.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 0:54:00 ," 69,500 "
 آموزش برنامه نویسی ( سی شارپ ) مخصوص ناشنوایان ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-(-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-)-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%86%D8%A7%D8%B4%D9%86%D9%88%D8%A7%DB%8C%D8%A7%D9%86,https://toplearn.com/img/course/400x286/آموزش_برنامه_نویسی_(_سی_شارپ_)_مخصوص_ناشنوایان.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 9:43:00 ," 69,500 "
 راهنمای ورود به دنیای Production برای توسعه دهندگان ASP .NET Core 5 ,https://toplearn.com/courses/web/%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C-%D9%88%D8%B1%D9%88%D8%AF-%D8%A8%D9%87-%D8%AF%D9%86%DB%8C%D8%A7%DB%8C-Production-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%DA%AF%D8%A7%D9%86-ASP-NET-Core-5,https://toplearn.com/img/course/400x286/راهنمای_ورود_به_دنیای_Production_برای_توسعه_دهندگان_ASP_.NET_Core_5.jpg,50% , علی آبادی ,https://toplearn.com/masters/serajoddin.aliabadi, 3:4:00 ," 69,500 "
 ساخت File Wiper در سی شارپ ,https://toplearn.com/courses/windows/%D8%B3%D8%A7%D8%AE%D8%AA-File-Wiper-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/ساخت_File_Wiper_در_سی_شارپ.jpg,50% , زارعی ,https://toplearn.com/masters/hello_, 3:49:00 ," 69,500 "
 آموزش Delegate در سی شارپ ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Delegate-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/آموزش_Delegate_در_سی_شارپ.jpg,, عبدالملکی ,https://toplearn.com/masters/MahmoudAbdolmaleki, 2:12:00 ," 69,500 "
 دوره جامع شی گرایی در سی شارپ ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%D8%AC%D8%A7%D9%85%D8%B9-%D8%B4%DB%8C-%DA%AF%D8%B1%D8%A7%DB%8C%DB%8C-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/دوره_جامع__شی_گرایی_در_سی_شارپ.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 7:3:00 ," 69,500 "
 آموزش Bulma ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Bulma,https://toplearn.com/img/course/400x286/آموزش_Bulma.jpg,50% , رحمان پور ,https://toplearn.com/masters/abdolazim_rahmanpoor, 10:40:00 ," 69,500 "
 آموزش صفر تا صد لایت روم ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B5%D9%81%D8%B1-%D8%AA%D8%A7-%D8%B5%D8%AF-%D9%84%D8%A7%DB%8C%D8%AA-%D8%B1%D9%88%D9%85,https://toplearn.com/img/course/400x286/آموزش_صفر_تا_صد_لایت_روم.jpg,, ابوالقاسمی ,https://toplearn.com/masters/telmanzel, 5:0:00 , رایگانـ 
 برنامه نویسی جاوا اسکریپت برای طراحان وب ,https://toplearn.com/courses/web-design/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%AC%D8%A7%D9%88%D8%A7-%D8%A7%D8%B3%DA%A9%D8%B1%DB%8C%D9%BE%D8%AA-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B7%D8%B1%D8%A7%D8%AD%D8%A7%D9%86-%D9%88%D8%A8,https://toplearn.com/img/course/400x286/برنامه_نویسی_جاوا_اسکریپت_برای_طراحان_وب.jpg,50% , عوض زاده ,https://toplearn.com/masters/uranous, 21:39:00 , رایگانـ 
 پروژه های الگوریتمیک در جاوااسکریپت برای مبتدی ها ,https://toplearn.com/courses/web-design/-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85%DB%8C%DA%A9-%D8%AF%D8%B1-%D8%AC%D8%A7%D9%88%D8%A7%D8%A7%D8%B3%DA%A9%D8%B1%DB%8C%D9%BE%D8%AA-%D8%A8%D8%B1%D8%A7%DB%8C-%D9%85%D8%A8%D8%AA%D8%AF%DB%8C-%D9%87%D8%A7,https://toplearn.com/img/course/400x286/پروژه_های_الگوریتمیک_در_جاوااسکریپت_برای_مبتدی_ها.jpg,, سعیدی راد ,https://toplearn.com/masters/mssoft, 3:50:00 , رایگانـ 
 دوره ی طراحی اپلیکیشن چت با استفاده از Django Channels ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%DB%8C-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D9%BE%D9%84%DB%8C%DA%A9%DB%8C%D8%B4%D9%86-%DA%86%D8%AA-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-Django-Channels,https://toplearn.com/img/course/400x286/دوره_ی_طراحی_اپلیکیشن_چت_با_استفاده_از_Django_Channels.jpg,, یزدانی ,https://toplearn.com/masters/hossein_cisco, 5:49:00 , رایگانـ 
 دوره آموزش پروژه محور وردپرس( پروژه سایت خبری) ,https://toplearn.com/courses/web/%D8%AF%D9%88%D8%B1%D9%87-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D8%AD%D9%88%D8%B1-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3(-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%AE%D8%A8%D8%B1%DB%8C),https://toplearn.com/img/course/400x286/دوره_آموزش_پروژه_محور_وردپرس(_پروژه_سایت_خبری).jpg,, ایزدی ,https://toplearn.com/masters/aemir_i82, 3:58:00 , رایگانـ 
 آموزش ساخت فروشگاه حرفه ای با Angular 9 ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D8%AD%D8%B1%D9%81%D9%87-%D8%A7%DB%8C-%D8%A8%D8%A7-Angular-9,https://toplearn.com/img/course/400x286/آموزش_ساخت_فروشگاه_حرفه_ای_با_Angular_9.jpg,40% , اردوخانی ,https://toplearn.com/masters/1375ordomohammad, 50:7:00 , رایگانـ 
" طراحی های خلاقانه رابط کاربری وب سایت (HTML, CSS, jQuery) ","https://toplearn.com/courses/web-design/%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%87%D8%A7%DB%8C-%D8%AE%D9%84%D8%A7%D9%82%D8%A7%D9%86%D9%87-%D8%B1%D8%A7%D8%A8%D8%B7-%DA%A9%D8%A7%D8%B1%D8%A8%D8%B1%DB%8C-%D9%88%D8%A8-%D8%B3%D8%A7%DB%8C%D8%AA-(HTML,-CSS,-jQuery)-","https://toplearn.com/img/course/400x286/طراحی_های_خلاقانه_رابط_کاربری_وب_سایت_(HTML,_CSS,_jQuery).jpg",70% , خاوریان ,https://toplearn.com/masters/mahmoodjoon22, 5:35:00 , رایگانـ 
 آموزش سی شارپ پیشرفته ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87,https://toplearn.com/img/course/400x286/آموزش_سی_شارپ_پیشرفته.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 9:48:00 , رایگانـ 
 دوره آموزش سی شارپ 7 ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-7,https://toplearn.com/img/course/400x286/دوره_آموزش_سی_شارپ_7.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 1:39:00 , رایگانـ 
 دوره Xamarin Forms پیشرفته ,https://toplearn.com/courses/mobile/%D8%AF%D9%88%D8%B1%D9%87-Xamarin-Forms-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-,https://toplearn.com/img/course/400x286/دوره_Xamarin_Forms_پیشرفته.jpg,50% , مدائنی ,https://toplearn.com/masters/AdminUser, 13:52:00 , رایگانـ 
 مسیر یادگیری دیجیتال مارکتینگ ,https://toplearn.com/courses/seo/%D9%85%D8%B3%DB%8C%D8%B1-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA%DB%8C%D9%86%DA%AF,https://toplearn.com/img/course/400x286/مسیر_یادگیری_دیجیتال_مارکتینگ.jpg,, قدم خیر ,https://toplearn.com/masters/BahadorGhadamKheir, 3:53:00 , رایگانـ 
 دوره متخصص زامارین اندروید ,https://toplearn.com/courses/mobile/%D8%AF%D9%88%D8%B1%D9%87-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%B2%D8%A7%D9%85%D8%A7%D8%B1%DB%8C%D9%86-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%DB%8C%D8%AF-,https://toplearn.com/img/course/400x286/دوره_متخصص_زامارین_اندروید.jpg,60% , خیامدار ,https://toplearn.com/masters/mahdikhayamdar, 38:58:00 , رایگانـ 
 دوره رایگان آموزش شی گرایی (OOP) در سی‌شارپ مخصوص ناشنوایان ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B4%DB%8C-%DA%AF%D8%B1%D8%A7%DB%8C%DB%8C-(OOP)-%D8%AF%D8%B1-%D8%B3%DB%8C%E2%80%8C%D8%B4%D8%A7%D8%B1%D9%BE-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%86%D8%A7%D8%B4%D9%86%D9%88%D8%A7%DB%8C%D8%A7%D9%86,https://toplearn.com/img/course/400x286/دوره_رایگان_آموزش_شی_گرایی_(OOP)_در_سی‌شارپ_مخصوص_ناشنوایان.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 7:3:00 , رایگانـ 
 آموزش روش BEM برای نامگذاری کلاس ها ,https://toplearn.com/courses/web-design/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B1%D9%88%D8%B4-BEM-%D8%A8%D8%B1%D8%A7%DB%8C-%D9%86%D8%A7%D9%85%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%DA%A9%D9%84%D8%A7%D8%B3-%D9%87%D8%A7,https://toplearn.com/img/course/400x286/آموزش_روش_BEM_برای_نامگذاری_کلاس_ها.jpg,, عبادی ,https://toplearn.com/masters/hamidreza-ebadi, 1:13:00 , رایگانـ 
 قفل گذاری بر روی نرم افزار های تجاری ,https://toplearn.com/courses/windows/-%D9%82%D9%81%D9%84-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%A8%D8%B1-%D8%B1%D9%88%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%87%D8%A7%DB%8C-%D8%AA%D8%AC%D8%A7%D8%B1%DB%8C,https://toplearn.com/img/course/400x286/قفل_گذاری_بر_روی_نرم_افزار_های_تجاری.jpg,50% , شرکاء ,https://toplearn.com/masters/SSD, 2:16:00 , رایگانـ 
 گرافیک تبلیغاتی مقدماتی ,https://toplearn.com/courses/graphics/%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%DA%A9-%D8%AA%D8%A8%D9%84%DB%8C%D8%BA%D8%A7%D8%AA%DB%8C-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C,https://toplearn.com/img/course/400x286/گرافیک_تبلیغاتی_مقدماتی.jpg,, ابوالقاسمی ,https://toplearn.com/masters/telmanzel, 2:25:00 , رایگانـ 
 دوره طراحی رابط کاربری ( UI ) ,https://toplearn.com/courses/web-design/%D8%AF%D9%88%D8%B1%D9%87-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%B1%D8%A7%D8%A8%D8%B7-%DA%A9%D8%A7%D8%B1%D8%A8%D8%B1%DB%8C-(-UI-),https://toplearn.com/img/course/400x286/دوره_طراحی_رابط_کاربری_(_UI_).jpg,, ثبوت ,https://toplearn.com/masters/abes3655, 3:44:00 , رایگانـ 
 آموزش مقدماتی الکترونیک ,https://toplearn.com/courses/electronic/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9,https://toplearn.com/img/course/400x286/آموزش_مقدماتی_الکترونیک.jpg,, احمدی زاده تورزنی ,https://toplearn.com/masters/sam_sash, 3:56:00 , رایگانـ 
 آموزش فتوشاپ ( PhotoShop ) ,https://toplearn.com/courses/graphics/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%81%D8%AA%D9%88%D8%B4%D8%A7%D9%BE-(-PhotoShop-),https://toplearn.com/img/course/400x286/آموزش_فتوشاپ_(_PhotoShop_).jpg,, محقی ,https://toplearn.com/masters/AliMoheghi, 8:49:00 , رایگانـ 
 آموزش هوش مصنوعی با سی شارپ ( ML.Net ) ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A8%D8%A7-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-(-MLNet-),https://toplearn.com/img/course/400x286/آموزش_هوش_مصنوعی_با_سی_شارپ_(_ML.Net_).jpg,50% , مدائنی ,https://toplearn.com/masters/AdminUser, 9:22:00 , رایگانـ 
 آموزش برنامه نویسی قرارداد های هوشمند ترون با زبان Solidity ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF-%D9%87%D8%A7%DB%8C-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%AA%D8%B1%D9%88%D9%86-%D8%A8%D8%A7-%D8%B2%D8%A8%D8%A7%D9%86-Solidity,https://toplearn.com/img/course/400x286/آموزش_برنامه_نویسی_قرارداد_های_هوشمند_ترون_با_زبان_Solidity.jpg,, دهقان ,https://toplearn.com/masters/JavadDehghan, 3:7:00 , رایگانـ 
 آموزش Xamarin Forms ,https://toplearn.com/courses/mobile/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Xamarin-Forms,https://toplearn.com/img/course/400x286/آموزش_Xamarin_Forms.jpg,50% , مدائنی ,https://toplearn.com/masters/AdminUser, 11:2:00 , رایگانـ 
 استفاده از صوت در سی شارپ (مقدماتی) ,https://toplearn.com/courses/windows/-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%D8%B5%D9%88%D8%AA-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-(%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C),https://toplearn.com/img/course/400x286/استفاده_از_صوت_در_سی_شارپ_(مقدماتی).jpg,, رجائی ,https://toplearn.com/masters/mohammadr39, 3:16:00 , رایگانـ 
 آموزش نصب Mac در VMware ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%86%D8%B5%D8%A8-Mac-%D8%AF%D8%B1-VMware,https://toplearn.com/img/course/400x286/آموزش_نصب_Mac_در__VMware.jpg,, حبیبی ,https://toplearn.com/masters/Sinahabibi123, 0:46:00 , رایگانـ 
 دوره ی کار با فایل های زیپ در سی شارپ ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%DB%8C-%DA%A9%D8%A7%D8%B1-%D8%A8%D8%A7-%D9%81%D8%A7%DB%8C%D9%84-%D9%87%D8%A7%DB%8C-%D8%B2%DB%8C%D9%BE-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/دوره_ی_کار_با_فایل_های_زیپ_در_سی_شارپ.jpg,, زارعی ,https://toplearn.com/masters/hello_, 3:34:00 , رایگانـ 
 دوره آموزش سی شارپ از مقدماتی تا پیشرفته ,https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-%D8%A7%D8%B2-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AA%D8%A7-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87,https://toplearn.com/img/course/400x286/دوره_آموزش_سی_شارپ_از_مقدماتی_تا_پیشرفته.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 9:57:00 , رایگانـ 
 آموزش Fluent Validation ,https://toplearn.com/courses/web/-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-Fluent-Validation,https://toplearn.com/img/course/400x286/آموزش_Fluent_Validation.jpg,, پارسی نژاد ,https://toplearn.com/masters/hossein_p, 0:33:00 , رایگانـ 
 آموزش رایگان ساخت وبلاگ با جنگو ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86-%D8%B3%D8%A7%D8%AE%D8%AA-%D9%88%D8%A8%D9%84%D8%A7%DA%AF-%D8%A8%D8%A7-%D8%AC%D9%86%DA%AF%D9%88,https://toplearn.com/img/course/400x286/آموزش_رایگان_ساخت_وبلاگ_با_جنگو.jpg,, فرهنگ ,https://toplearn.com/masters/saeedfrhng, 7:59:00 , رایگانـ 
 دوره آموزشی CCNP Route ,https://toplearn.com/courses/operating-system/-%D8%AF%D9%88%D8%B1%D9%87-%D8%A2%D9%85%D9%88%D8%B2%D8%B4%DB%8C-CCNP-Route,https://toplearn.com/img/course/400x286/دوره_آموزشی_CCNP_Route.jpg,, زکی نژاد ,https://toplearn.com/masters/sinazaki, 5:9:00 , رایگانـ 
 آموزش استفاده از VS Code برای توسعه دهندگان ASP .NET CORE ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-VS-Code-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%DA%AF%D8%A7%D9%86-ASP-NET-CORE,https://toplearn.com/img/course/400x286/آموزش_استفاده_از_VS_Code_برای_توسعه_دهندگان_ASP_.NET_CORE.jpg,, علی آبادی ,https://toplearn.com/masters/serajoddin.aliabadi, 3:3:00 , رایگانـ 
 آموزش ساخت سایت و فروشگاه اینترنتی با وردپرس ,https://toplearn.com/courses/web/-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%B3%D8%A7%DB%8C%D8%AA-%D9%88-%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D9%86%D8%AA%DB%8C-%D8%A8%D8%A7-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3,https://toplearn.com/img/course/400x286/آموزش_ساخت_سایت_و_فروشگاه_اینترنتی_با_وردپرس.jpg,, مسعودی راد ,https://toplearn.com/masters/amirm324, 3:59:00 , رایگانـ 
 آموزش جامع اکسل ( Excel ) ,https://toplearn.com/courses/operating-system/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%AC%D8%A7%D9%85%D8%B9-%D8%A7%DA%A9%D8%B3%D9%84-(-Excel-),https://toplearn.com/img/course/400x286/آموزش_جامع_اکسل_(_Excel_).jpg,70% , راست رو صرمی ,https://toplearn.com/masters/AliRastro, 22:25:00 , رایگانـ 
 آموزش نحوه ایجاد Navigation Bottom در اندروید ,https://toplearn.com/courses/mobile/-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%86%D8%AD%D9%88%D9%87-%D8%A7%DB%8C%D8%AC%D8%A7%D8%AF-Navigation-Bottom-%D8%AF%D8%B1-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%DB%8C%D8%AF-,https://toplearn.com/img/course/400x286/آموزش_نحوه_ایجاد_Navigation_Bottom_در_اندروید.jpg,, عبدالرحیمی قولنجی ,https://toplearn.com/masters/aliabdorrahimi, 1:54:00 , رایگانـ 
 استفاده از Json در سی شارپ ,https://toplearn.com/courses/windows/%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-Json-%D8%AF%D8%B1-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE,https://toplearn.com/img/course/400x286/استفاده_از_Json_در_سی_شارپ.jpg,, اسمعیلی ,https://toplearn.com/masters/rebines, 2:37:00 , رایگانـ 
 آموزش مقدماتی فتوشاپ ( Photoshop ) ,https://toplearn.com/courses/graphics/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D9%81%D8%AA%D9%88%D8%B4%D8%A7%D9%BE-(-Photoshop-),https://toplearn.com/img/course/400x286/آموزش_مقدماتی_فتوشاپ_(_Photoshop_).jpg,, قاسمی ,https://toplearn.com/masters/NimaGhasemi, 1:52:00 , رایگانـ 
 آموزش WebApi در Asp.Net Core ,https://toplearn.com/courses/web/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-WebApi-%D8%AF%D8%B1-AspNet-Core,https://toplearn.com/img/course/400x286/آموزش_WebApi_در_Asp.Net_Core.jpg,, مدائنی ,https://toplearn.com/masters/AdminUser, 4:41:00 , رایگانـ 
 مسیر کامل یادگیری طراحی وب ,https://toplearn.com/courses/web-design/%D9%85%D8%B3%DB%8C%D8%B1-%DA%A9%D8%A7%D9%85%D9%84-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%88%D8%A8,https://toplearn.com/img/course/400x286/مسیر_کامل_یادگیری_طراحی_وب.jpg,, عبادی ,https://toplearn.com/masters/hamidreza-ebadi, 3:11:00 , رایگانـ 
 آموزش ویژوال بیسیک مقدماتی مخصوص ناشنوایان ,https://toplearn.com/courses/windows/%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D9%88%DB%8C%DA%98%D9%88%D8%A7%D9%84-%D8%A8%DB%8C%D8%B3%DB%8C%DA%A9-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D9%86%D8%A7%D8%B4%D9%86%D9%88%D8%A7%DB%8C%D8%A7%D9%86,https://toplearn.com/img/course/400x286/آموزش_ویژوال_بیسیک_مقدماتی__مخصوص_ناشنوایان.jpg,, نبهانی ,https://toplearn.com/masters/mehdipalan, 3:58:00 , رایگانـ 
